"ID","Award Number","Project Title","Award Period","Project Director First Name","Project Director Middle Name","Project Director Last Name","Co-Project Director First Name","Co-Project Director Middle Name","Co-Project Director Last Name","Organization","Organization City","Organization State","Organization Postal Code","Organization Country","Year Awarded","Primary Humanities Discipline","Grant Program Name","Division or Office","Approved Outright Funds","Approved Matching Funds","Awarded Outright Funds","Awarded Matching Funds","Description"
45,"HAA-301045-24","VCEditor 2.0 Project","10/1/2024 - 9/30/2027","Dorothy","C.","Porter","Alberto","","Campagnolo","University of Pennsylvania","Philadelphia","PA","19104-6205","USA","2024","Medieval Studies","Digital Humanities Advancement Grants","Digital Humanities","346453.66","0","346453","0","<p>Further development of VCEditor, a software platform that enables rare book and manuscript experts to collate and visualize digitized codices. </p><p>The VCEditor 2.0 Project addresses the critical need for advanced tools in manuscript studies and builds upon the success of VCEditor 1.0, which is actively used by manuscript scholars, book historians, conservators, curators, catalogers, and students. VCEditor 2.0 aims to benefit users by expanding the description and visualization potential of the existing software.</p>" "HAA-301046-24","Post45 Data Collective: Enhancing Cultural Data Documentation, Interoperability, and Reach","10/1/2024 - 9/30/2026","Daniel","","Sinykin","Melanie","","Walsh","Emory University","Atlanta","GA","30322-1018","USA","2024","Literature, General","Digital Humanities Advancement Grants","Digital Humanities","149518","0","149518","0","<p>Continuing work on the digital infrastructure for the Post45 Data Collective, a peer-reviewed, open-access repository for literary and cultural data after 1945.  This stage will support the development of a comprehensive data style guide and set of protocols for interoperability with complementary datasets.</p><p>We seek a Level II Digital Humanities Advancement Grant to support the continued growth of the Post45 Data Collective, a peer-reviewed, open-access repository for literary and cultural data from 1945 to the present. With such a grant we would develop a comprehensive data style guide and a set of protocols that will further improve the interoperability of data in our collective, in the field, and in the humanities. We particularly seek to make our book- and author-related data more interoperable, which will require the development of computational methods for fetching relevant book and author identifiers and merging them together across datasets. We plan to publish these resources open-access on our website, and we also plan to share them directly with emerging data collectives that use our collective as a model, such as Nineteenth Century Data Collective and the Early Twentieth-Century Data Collective, and to researchers in the field.</p>"
45,"HAA-301062-24","Music Informatics for Radio Across the GlobE (MIRAGE)","10/1/2024 - 3/31/2026","David","Robert","Sears","Tommy","","Dang","Texas Tech University","Lubbock","TX","79409-0006","USA","2024","Music History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","74738","0","74738","0","<p>Development and release of an open-access research database and visualization tool for musicologists and media scholars to analyze global music streamed on internet radio. <br /></p><p>The purpose of the Music Informatics for Radio Across the GlobE (MIRAGE) project is to develop and release an open-access online dashboard that allows users to access, interact with, and export meta data and musicological features from the music found on internet radio, a relatively recent, and thus, underexamined medium that has become a multi-billion dollar industry over the last decade. To that end, the MIRAGE dashboard features MIRAGE-MetaCorpus, a data set consisting of meta data (e.g., artist name, song title, etc.) for millions of songs currently streaming on stations across the globe. In doing so, the MIRAGE project will enable scholars from across the humanities to explore the contemporary global listening landscape for a medium that places diversity center stage.</p>"
45,"HAA-303841-24","The Game and Interactive Software Scholarship Toolkit: Expanding Software Citation and Reference","9/1/2024 - 6/30/2025","Joseph","","Osborn","","","","Pomona College","Claremont","CA","91711-4434","USA","2024","","Digital Humanities Advancement Grants","Digital Humanities","43374","0","43373","0","<p>No project description available</p>"
45,"HAA-303912-25","Project Ballyhoo: Analyzing Publicity Text and Promotional Image Reuse across 20th Century Digitized Periodical Collections","2/1/2025 - 1/31/2027","Eric","","Hoyt","","","","University of Wisconsin, Madison","Madison","WI","53715-1218","USA","2024","Film History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","148428","0","148428","0","<p>Large-scale computational analysis of U.S. periodicals from the early twentieth century to better understand the broad cultural impacts of mass communication and publicity. </p><p>Beginning in the early-20th century, publicists and press releases reshaped what Americans read in newspapers and magazines. How widely did publicity text and promotional images circulate? What did they mean for how readers received information and understood culture? Project Ballyhoo seeks to answer these questions, and, in the process, enhance computational methods for analyzing text and image reuse. The Wisconsin Center for Film and Theater Research respectfully requests Level II funding for this project that advances two NEH program priorities: the refinement of innovative methods and enhancement of digital infrastructure. Utilizing the Media History Digital Library (MHDL) collection and UW-Madison’s Center for High Throughput Computing, Project Ballyhoo will benefit communities in Film, Media, Journalism, Mass Communication, History, and Digital Humanities. Deliverables will include journal articles, conference workshops, open source code, and a new section of the MHDL website.</p>"
45,"HAA-303944-25","DERBi PIE: a Database of Etymological Roots Beginning in Proto-Indo-European","2/1/2025 - 1/31/2026","Andrew","M.","Byrd","Daniel","Aaron","Law","University of Kentucky Research Foundation","Lexington","KY","40506-0004","USA","2024","Linguistics","Digital Humanities Advancement Grants","Digital Humanities","75000","0","75000","0","<p>The development and testing of a prototype database of early Indo-European languages, in partnership with the Linguistics Research Center at the University of Texas.</p><p>We are applying for a Level I grant to fund our project ""DERBi PIE: a Database of Etymological Roots Beginning in Proto-Indo-European"", to build, test, and evaluate an alpha-level prototype database of Indo-European (IE) languages that is engineered from its foundation to be easily extensible and shareable, with open-source code for advanced search tools and an emphasis on database design that not only allows but encourages data-sharing, re-use and re-implementation across different platforms. We will work in collaboration with the Linguistics Research Center (LRC) at the University of Texas at Austin to maximize compatibility of the database so that it can be readily implemented in the already existing Indo-European Lexicon (IELEX) website. We intend for DERBi PIE to provide the unified resources that all IE languages rely on for histories and etymologies, for both specialists and non-specialists alike, increasing access and visibility to the field.</p>"
45,"HAA-303986-25","Feminist Mapping: Developing an alternative approach to map symbolization, iconography, and an open-source symbol library.","2/1/2025 - 1/31/2027","Meghan","","Kelly","Jonnell","","Robinson","Syracuse University","Syracuse","NY","13244-0001","USA","2024","Geography","Digital Humanities Advancement Grants","Digital Humanities","74725","0","74725","0","<p>An empirical study investigating alternative map icons, a conference on map symbolization and innovative mapping tools, and creation of a research agenda that re-envisions conventional map icon libraries. </p><p>Map icons are tiny pixel-based symbols that locate people, places, and events commonly prepackaged into icon libraries and used in mapping in the digital humanities (DH). Given their size and ubiquity, map icons are often overlooked and applied universally in maps despite reflecting cultural contexts and power relations. I am applying for a Level I DHAG to reconceptualize map icons as sites and their libraries as tools for feminist resistance. I will convene scholars, practitioners, and communities invested in transformative approaches to mapping. The five outcomes of this feminist mapping intervention include: an empirical study investigating alternative map icons and DH mapping tools, a subsequent journal article, a two-day hybrid conference on map symbolization and innovative mapping tools, a special issue curated from conference presentations, and a research agenda that re-envisions conventional map icon libraries using crowdsourcing methods and open-source technologies like QGIS.</p>"
45,"HAA-303987-25","Refinement and Scaling of the Digital Archive of Indigenous Language Persistence Translation Interface (DAILP TI)","2/1/2025 - 1/31/2028","Ellen","","Cushman","","","","Northeastern University","Boston","MA","02115-5005","USA","2024","Native American Studies","Digital Humanities Advancement Grants","Digital Humanities","350000","100000","350000","0","<p>The addition of new features and documentation and the expansion of the translation interface for the Digital Archive of Indigenous Language Persistence platform.   </p><p>The Digital Archive of Indigenous Language Persistence (DAILP) seeks Level III funding to transform the DAILP translation interface (DAILP TI) prototype into a shareable resource for indigenous document translation. The prototype already draws on DAILP lexical datasets and resources to produce digital edited collections of translated and annotated indigenous language documents. We now move to a finalized, sustainable application that can be installed and used by partner projects, and we establish a community of support for the code in the long term. We will implement enhancements based on feedback from Cherokee community members, develop training materials and documentation, conduct a code sustainability and data management review, and test the DAILP TI with two test-case teams. By the end of the grant, we will be ready to disseminate the DAILP TI code to a wider community of projects, and empower those projects to support and contribute to the development of DAILP.</p>"
45,"HAA-304015-25","Expanding cyberSW: From Archaeological Research to Cultural Revitalization","2/1/2025 - 1/31/2027","Joshua","","Watts","Caitynn","","Mayhew","Center for Desert Archaeology","Tucson","AZ","85701-1107","USA","2024","Archaeology","Digital Humanities Advancement Grants","Digital Humanities","350000","99980","350000","0","<p>The enhancement of the cyberSW archaeology platform by including Indigenous cultural and language content relating to plant and animal Cultural Keystone Species and a redesign of the platform to make it more user-friendly, including on mobile devices.</p><p>cyberSW is currently an open access, web-based gateway for researchers interested in the archaeology of the Southwest United States and Northwestern Mexico. The proposed project will transform this gateway in two ways: first, to meet the interests and needs of the Indigenous communities whose ancestors lived in the places represented in cyberSW; and second, to encourage engagement by wider-ranging audiences of lifelong learners. Accordingly, achieving this goal involves two interrelated steps: first, expanding our digital Indigenous Field Guide to include Indigenous cultural and language content relating to plant and animalCultural Keystone Species (CKS) as identified by our Tribal partners; and second, redesigning the cyberSW web platform to make it easier to use and explore, including on mobile devices while out on the landscape.</p>"
45,"HAA-304052-25","Digitization toolkit: a blueprint for egalitarian access to technology in low-resource environments","4/1/2025 - 3/31/2027","Juan","","Cobo Betancourt","Santiago","","Munoz-Arbelaez","University of California, Santa Barbara","Santa Barbara","CA","93106-0001","USA","2024","Cultural History","Digital Humanities Advancement Grants","Digital Humanities","74928","0","74928","0","<p>A prototype toolkit and user documentation to allow lower-resourced cultural heritage organizations to digitize collections at low cost.</p><p>This project aims to develop an integrated digitization toolkit to allow under-resourced institutions, collectives, and communities to digitize their archival collections at low cost. Building on a decade of community-based digitization work in the Global South, we seek Level I funding to design and release a prototype of a new generation of tools built on sustainable, up-to-date technologies. We will create an alpha prototype version, test and evaluate the toolkit at the Santa Barbara Mission Archive-Library (CA), and hold listening sessions to identify a series of potential partners for the project's next stages. The main outputs for this project will be (1) the alpha-level working prototype of the hardware; (2) the alpha-level software to power it; (3) detailed documentation for dissemination and reuse; and (4) a network of potential traditional and non-traditional archival partners working towards egalitarian access to digitization technologies.</p>"
45,"HAA-304120-25","Enhancing the Living New Deal's Contribution to Digital Humanities","2/1/2025 - 7/31/2026","Richard","Averill","Walker","","","","Living New Deal Project, The","Oakland","CA","94618-2526","USA","2024","Public History","Digital Humanities Advancement Grants","Digital Humanities","149779","0","149779","0","<p>Enhancement of a website publishing comprehensive data on landmarks enabled by the New Deal. The project includes a data audit, incorporation of demographic and spatial data, and new tools for data sharing. </p><p>New Deal agencies extensively modernized the U.S. built environment and impacted U.S. residents from every demographic, yet, for decades, their vast spatial footprint remained undocumented. Living New Deal (LND) is the first comprehensive effort to crowdsource the location of New Deal public works, publishing their geospatial and related qualitative data through a searchable database in WordPress and a Mapbox interactive map, which serve over 1.25 million visitors annually. We seek Level II funding to enhance LND’s contributions to socio-spatial understanding of New Deal public works by: 1) auditing and upgrading our existing data, 2) incorporating U.S. Census spatial and population data to expand their scope, 3) piloting methods for locating additional demographic data regionally that can be scaled by LND nationally, and 4) developing data download functionality and a digital humanities section for our website to strengthen LND’s ability to support timely debates in the humanities.</p>"
45,"HAA-304151-25","Urban Archive: Collections Management and Engagement Program, Phase 4","2/1/2025 - 1/31/2026","Benjamin","","Smyth","","","","Urban Archive, Inc.","Brooklyn","NY","11201-4618","USA","2024","Urban History","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>The development of new features for Urban Archive’s digital infrastructure, which serves as a collections management system and location-based digital platform for cultural organizations. </p><p>Urban Archive is requesting a Level II Digital Humanities Advancement Grant to support the enhancement of our award-winning digital infrastructure, which provides a diverse network of cultural organizations across New York State (and beyond) with a location-based digital platform and collections-management system that dramatically expands the reach of their digitized collections of historical materials. Our specific project is to implement Phase 4 of the Collections Management and Engagement Program (CMEP), which is the hub of all partner activity on Urban Archive, consolidating all of our partners’ collection files, metadata, and tools into a unified dashboard.</p>"
45,"HAA-304152-25","STC^2: Scalable Text Collation for the Short Title Catalogue of Early Printed Books","2/1/2025 - 1/31/2027","David","","Smith","Taylor","","Berg-Kirkpatrick","Northeastern University","Boston","MA","02115-5005","USA","2024","Logic","Digital Humanities Advancement Grants","Digital Humanities","341914","0","338357","0","<p>Development of new methods and open-source software to improve accuracy and fill textual gaps in a digitized bibliographic catalogue of nearly 250,000 early modern English books. </p><p>STC2: Scalable Text Collation for the Short Title Catalogue of Early Printed Books is a Level III project to build open data and code infrastructure for metadata, page images, and manual and automatic transcriptions of early modern printed books. We will collate manual transcripts from the Text Creation Partnership with optical character recognition output from the microfilms of the Short Title Catalogue of Early English Printed Books recently scanned by the Internet Archive and other open-access images. This dataset will support more accurate OCR, text normalization, restoring textual gaps with evidence from comparable copies and editions, detecting manuscript annotations, and contextual embeddings of words and pages to support search and bibliographic analysis. We will publish this data for over 242,000 early modern printed books and all code under an open-source license. This project complements our team's work on OCR, book search, and corpora beyond the English STC.</p>"
45,"HAA-304155-25","humdrum(R): computational tools for musicological and ethnomusicological research","3/1/2025 - 2/28/2027","Nathaniel","","Condit-Schultz","Claire","","Arthur","Georgia Tech Research Corporation","Atlanta","GA","30318-6395","USA","2024","Arts, Other","Digital Humanities Advancement Grants","Digital Humanities","349987","0","349987","0","<p>The development of software enhancements, accompanied by additional outreach activities, for the humdrum(R) software platform for computational music analysis.</p><p>Musicology research is a humanistic endeavor well suited to computational methods. Yet, despite the work of a small niche of scholars, most humanistic music scholarship is conducted via traditional, non-digital techniques. Building on a level II NEH-DHAG grant, we seek additional NEH funding to continue to develop software tools, datasets, and pedagogical materials for computational musicology analysis that would appeal to musicologists, music theorists, and ethnomusicologists alike.  This project will create new data to facilitate the study of non-Western music, and expand the existing humdrumR tools to include new standardized representation schemes and incorporate a greater variety of musical media (such as audio and video). The humdrumR project is based off a well-established computational musicology framework, humdrum, but modernized and expanded to facilitate a complete digital musicology workflow including reading and analyzing data, graphing, and statistical analysis.</p>"
45,"HAA-304158-25","Digital Dramaturgy","2/1/2025 - 1/31/2026","Devin","","Becker","Sarah","","Fogarty-Morrison","University of Idaho","Moscow","ID","83844-9803","USA","2024","Interdisciplinary Studies, Other","Digital Humanities Advancement Grants","Digital Humanities","74807","0","74807","0","<p>Development and testing of open-source software designed for scholars and students to analyze and annotate dramatic texts.  <br /></p><p>Digital Dramaturgy is a web-based tool that converts, publishes, and preserves dramaturgical products, particularly script annotations, glossaries, and interpretive essays, via free, online digital exhibits. It is designed to be used in both high school/college classrooms and productions. The tool has been successfully incorporated into two dramaturgy courses and one theatrical production at the University of Idaho, leading the project team to wonder if it might be useful beyond our local contexts. With this award, our team of dramaturgs, developers, Shakespeare scholars, and pedagogy experts will use feedback from educators and theatre professionals to further develop the tool, its documentation, and related educational material over the course of a year, resulting in two major outputs: 1) the release of a minimum viable product version of the platform; and 2) a decision as to whether to commit to the ongoing work necessary to promote and maintain such a project on a national scale.</p>"
45,"HAA-304169-25","Booksnake: Development and Dissemination of a Scholarly App for Comparing Digitized Archival Materials in Physical Space using Augmented Reality","2/1/2025 - 1/31/2027","Sean","","Fraga","Peter","C.","Mancall","University of Southern California","Los Angeles","CA","90089-0012","USA","2024","U.S. History","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>Development and testing of new features for the Booksnake mobile app that projects digitized primary sources into interactive 3D spaces to enhance humanities teaching and learning. <br /></p><p>Booksnake makes it feel like digitized archival items are physically present in the real world by using augmented reality (AR) technology in consumer smartphones and tablets. While many projects use AR or virtual reality (VR) to publish custom content, Booksnake is a general-purpose, content-agnostic tool for existing digitized collections. Level II funding will enable users to juxtapose and compare multiple digitized items from four different archives (Library of Congress, David Rumsey Map Collection, Huntington Digital Library, and USC Digital Library) in physical space, and will support testing and dissemination. These activities respond to community feedback and build on four years of work. Expected outcomes include public release of a working application, open-source code, and technical documentation. This proposal advances NEH priorities of developing scalable digital tools to support the humanities, refining innovative computational methods, and evaluating their impacts.</p>"
45,"HAA-304180-25","Empowering Accessible Digital Humanities through the Vizling Content Creator","2/1/2025 - 7/31/2026","Darren","","DeFrain","","","","Wichita State University","Wichita","KS","67260-9700","USA","2024","Arts, General","Digital Humanities Advancement Grants","Digital Humanities","150000","0","142028","0","<p>Development and testing of content creation features in the Vizling App that converts multimodal texts into fully accessible versions for blind and low-vision users. <br /></p><p>The Vizling Content Creator will offer a free and simple-to-use visual annotation tool for users to convert multimodal texts into fully accessible versions for use on the NEH-funded Vizling App.</p>"
